Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter,Day_of_Week,Day_of_Year,Week_of_Year,Is_Weekend,Is_Holiday_Season,Is_Summer,Total_Spent,Order_Count,Avg_Order_Value,First_Order,Last_Order,Customer_Lifetime_Days,Product_Revenue,Product_Orders,Product_Avg_Price,Product_Quantity_Sold,Category_Revenue,Category_Orders,Category_Avg_Price,Category_Quantity_Sold,Region_Revenue,Region_Orders,Region_Avg_Order,Region_Customers,Channel_Revenue,Channel_Orders,Channel_Avg_Order,Payment_Revenue,Payment_Orders,Payment_Avg_Order,Segment_Revenue,Segment_Orders,Segment_Avg_Order,Segment_Customers,Estimated_Cost,Estimated_Profit,Profit_Margin,Customer_Value_Tier
2024-08-22,CUST_8728,Regular,Australia,Melbourne,Sports,Running Shoes,59.88,6,359.27,0.1,35.93,355.68,Online,Credit Card,2024,8,3,Thursday,235,34,False,False,True,355.68,1,355.68,2024-08-22,2024-08-22,0,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,35.928,140.11200000000002,39.39271255060729,Silver
2022-10-26,CUST_7601,Regular,Asia,Hong Kong,Automotive,Car Parts,998.36,4,3993.45,0.1,399.34,3594.1,Phone,Bank Transfer,2022,10,4,Wednesday,299,43,False,False,False,3594.1,1,3594.1,2022-10-26,2022-10-26,0,795616.04,248,3208.13,1353,3834518.24,1252,3062.71,6597,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,599.016,1198.036,33.33340752900587,Platinum
2022-11-29,CUST_5736,Premium,Europe,London,Sports,Running Shoes,446.68,2,893.35,0.0,0.0,1161.36,In-Store,Credit Card,2022,11,4,Tuesday,333,48,False,True,False,1161.36,1,1161.36,2022-11-29,2022-11-29,0,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,268.008,625.3439999999999,53.845835916511675,Platinum
2023-05-31,CUST_7455,Regular,Europe,London,Toys,Educational Toys,76.39,10,763.88,0.1,76.39,687.49,In-Store,Bank Transfer,2023,5,2,Wednesday,151,22,False,False,False,2439.18,2,1219.59,2022-09-01,2023-05-31,272,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,45.833999999999996,229.15000000000003,33.331393911184165,Platinum
2022-08-13,CUST_9900,Premium,North America,Los Angeles,Clothing,Jacket,188.78,5,943.91,0.1,94.39,934.47,Mobile App,Debit Card,2022,8,3,Saturday,225,32,True,False,True,934.47,1,934.47,2022-08-13,2022-08-13,0,118524.94,199,595.6,1104,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,113.268,368.13,39.39452309865485,Gold
2024-01-17,CUST_9157,Regular,Asia,Bangkok,Clothing,Jeans,141.25,4,564.98,0.1,56.5,508.48,Mobile App,Digital Wallet,2024,1,1,Wednesday,17,3,False,False,False,1240.99,2,620.5,2022-07-17,2024-01-17,549,129275.15,216,598.5,1126,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,84.75,169.48000000000002,33.33071113908119,Platinum
2024-12-11,CUST_9745,Premium,Asia,Bangkok,Home & Garden,Garden Tools,485.29,4,1941.16,0.1,194.12,2271.16,Online,Debit Card,2024,12,4,Wednesday,346,50,False,True,False,2271.16,1,2271.16,2024-12-11,2024-12-11,0,354026.0,237,1493.78,1177,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,291.174,1106.464,48.71801194103454,Platinum
2023-03-13,CUST_4687,Regular,Europe,Paris,Clothing,Shoes,119.65,4,478.62,0.1,47.86,430.75,In-Store,Digital Wallet,2023,3,1,Monday,72,11,False,False,False,430.75,1,430.75,2023-03-13,2023-03-13,0,137547.5,231,595.44,1188,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,71.79,143.58999999999997,33.33488102147417,Silver
2023-10-17,CUST_5679,VIP,Europe,Rome,Books,Fiction,23.96,3,71.89,0.15,10.78,61.11,Mobile App,Credit Card,2023,10,4,Tuesday,290,42,False,False,False,61.11,1,61.11,2023-10-17,2023-10-17,0,37297.98,225,165.77,1175,198801.01,1192,166.78,6439,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,14.376,17.982,29.425625920471283,Bronze
2023-11-19,CUST_4300,Regular,Asia,Seoul,Books,Cookbook,17.32,2,34.63,0.0,0.0,45.02,Phone,Bank Transfer,2023,11,4,Sunday,323,46,True,True,False,3564.08,2,1782.04,2022-05-01,2023-11-19,567,33835.03,206,164.25,1056,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,10.392,24.236000000000004,53.83385162150156,Platinum
2022-03-25,CUST_1206,Premium,Europe,Berlin,Toys,Board Games,63.29,1,63.29,0.0,0.0,63.29,Phone,Credit Card,2022,3,1,Friday,84,12,False,False,False,113.02,2,56.51,2022-03-25,2022-08-02,130,88185.89,280,314.95,1444,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,37.974,25.316000000000003,40.0,Silver
2024-08-24,CUST_1168,Budget,Australia,Perth,Toys,Outdoor Toys,55.42,12,665.04,0.1,66.5,658.39,Online,Cash,2024,8,3,Saturday,237,34,True,False,True,658.39,1,658.39,2024-08-24,2024-08-24,0,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,33.252,259.366,39.39397621470557,Gold
2023-10-04,CUST_4772,Budget,Australia,Adelaide,Books,Educational,10.91,9,98.2,0.1,9.82,88.38,Phone,Debit Card,2023,10,4,Wednesday,277,40,False,False,False,88.38,1,88.38,2023-10-04,2023-10-04,0,31692.74,186,170.39,1014,198801.01,1192,166.78,6439,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,6.546,29.465999999999994,33.34012219959266,Bronze
2024-07-20,CUST_5189,Budget,Australia,Adelaide,Sports,Tennis Racket,59.01,6,354.07,0.1,35.41,350.53,Mobile App,Cash,2024,7,3,Saturday,202,29,True,False,True,350.53,1,350.53,2024-07-20,2024-07-20,0,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,35.406,138.094,39.395772116509285,Silver
2024-09-02,CUST_4967,Budget,Europe,Madrid,Clothing,Jeans,131.9,9,1187.09,0.1,118.71,1068.38,Phone,Bank Transfer,2024,9,3,Monday,246,36,False,False,False,1068.38,1,1068.38,2024-09-02,2024-09-02,0,129275.15,216,598.5,1126,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,79.14,356.1200000000001,33.33270933562965,Platinum
2022-11-29,CUST_7123,Budget,North America,Los Angeles,Electronics,Laptop,1045.29,15,15679.39,0.1,1567.94,18344.89,In-Store,Cash,2022,11,4,Tuesday,333,48,False,True,False,20301.2,3,6767.07,2022-11-29,2024-09-26,667,1219301.46,210,5806.2,1134,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,627.174,8937.279999999999,48.718089887701694,Platinum
2022-04-15,CUST_8735,Budget,Australia,Sydney,Home & Garden,Decor,109.37,15,1640.48,0.1,164.05,1476.43,Online,Digital Wallet,2022,4,2,Friday,105,15,False,False,False,3280.52,3,1093.51,2022-04-08,2024-11-27,964,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,65.622,492.1,33.33039832569102,Platinum
2023-06-17,CUST_9188,Budget,Europe,Madrid,Electronics,Laptop,838.59,12,10063.13,0.1,1006.31,9962.5,In-Store,Digital Wallet,2023,6,2,Saturday,168,24,True,False,True,12195.21,2,6097.6,2023-06-17,2024-07-04,383,1219301.46,210,5806.2,1134,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,503.154,3924.652,39.39424843161857,Platinum
2023-04-01,CUST_4992,VIP,Europe,Berlin,Toys,Educational Toys,51.08,3,153.24,0.15,22.99,130.25,Online,Bank Transfer,2023,4,2,Saturday,91,13,True,False,False,130.25,1,130.25,2023-04-01,2023-04-01,0,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,30.647999999999996,38.30600000000001,29.409596928982733,Silver
2022-02-17,CUST_1623,Budget,Asia,Hong Kong,Books,Children,34.62,9,311.61,0.1,31.16,280.45,Mobile App,Credit Card,2022,2,1,Thursday,48,7,False,False,False,1164.65,2,582.33,2022-02-17,2023-12-05,656,30145.14,193,156.19,991,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,20.772,93.50200000000001,33.33998930290605,Platinum
2023-11-14,CUST_7878,Premium,North America,Toronto,Books,Biography,29.55,3,88.65,0.1,8.87,103.73,In-Store,Digital Wallet,2023,11,4,Tuesday,318,46,False,True,False,2464.52,3,821.51,2022-05-13,2023-11-18,554,32592.1,191,170.64,1085,198801.01,1192,166.78,6439,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,17.73,50.540000000000006,48.72264532922009,Platinum
2022-01-22,CUST_2622,Premium,North America,Chicago,Automotive,Car Parts,228.57,5,1142.83,0.1,114.28,1028.55,Phone,Credit Card,2022,1,1,Saturday,22,3,True,False,False,1028.55,1,1028.55,2022-01-22,2022-01-22,0,795616.04,248,3208.13,1353,3834518.24,1252,3062.71,6597,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,137.142,342.8399999999999,33.332361090856054,Platinum
2024-01-15,CUST_1099,Premium,Europe,Rome,Sports,Running Shoes,231.8,3,695.39,0.1,69.54,625.85,Mobile App,Digital Wallet,2024,1,1,Monday,15,3,False,False,False,2795.42,3,931.81,2022-09-03,2024-01-15,499,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,139.08,208.61,33.33226811536311,Platinum
2024-06-23,CUST_6281,Budget,North America,New York,Beauty,Makeup,80.2,9,721.78,0.1,72.18,714.56,Online,Digital Wallet,2024,6,2,Sunday,175,25,True,False,True,2332.76,3,777.59,2022-02-17,2024-06-23,857,109767.69,249,440.83,1310,562465.16,1244,452.14,6707,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,48.12,281.47999999999996,39.392073443797585,Platinum
2023-09-05,CUST_1025,Regular,Europe,Rome,Sports,Tennis Racket,134.15,8,1073.21,0.1,107.32,965.89,Online,Bank Transfer,2023,9,3,Tuesday,248,36,False,False,False,1241.96,2,620.98,2023-09-05,2024-10-13,404,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,80.49,321.97,33.33402354305356,Platinum
2024-07-21,CUST_6776,Regular,Australia,Adelaide,Books,Fiction,40.77,8,326.19,0.1,32.62,322.93,Phone,Credit Card,2024,7,3,Sunday,203,29,True,False,True,1906.38,2,953.19,2024-07-21,2024-11-10,112,37297.98,225,165.77,1175,198801.01,1192,166.78,6439,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,24.462,127.23400000000001,39.39986994085405,Platinum
2024-07-30,CUST_8755,Budget,North America,Toronto,Home & Garden,Kitchen Appliances,253.5,9,2281.48,0.1,228.15,2258.67,Phone,Credit Card,2024,7,3,Tuesday,212,31,False,False,True,6290.87,4,1572.72,2022-05-05,2024-11-04,914,361448.63,243,1487.44,1282,1889517.74,1265,1493.69,6727,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,152.1,889.7700000000002,39.393536904461484,Platinum
2024-02-17,CUST_4347,Regular,Asia,Tokyo,Beauty,Bath Products,127.82,2,255.63,0.0,0.0,255.63,In-Store,Debit Card,2024,2,1,Saturday,48,7,True,False,False,255.63,1,255.63,2024-02-17,2024-02-17,0,113362.43,255,444.56,1396,562465.16,1244,452.14,6707,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,76.692,102.24600000000001,39.99765285764582,Silver
2022-02-14,CUST_8997,Premium,Australia,Melbourne,Automotive,Tools,717.06,4,2868.25,0.1,286.83,2581.43,In-Store,Bank Transfer,2022,2,1,Monday,45,7,False,False,False,4511.61,2,2255.8,2022-02-14,2024-10-13,972,710281.32,230,3088.18,1155,3834518.24,1252,3062.71,6597,4024694.57,2597,1549.75,2244,3799942.54,2464,1542.18,3168358.48,1962,1614.86,3144053.49,2426,1295.98,2130,430.23599999999993,860.4860000000001,33.33369489004157,Platinum
2024-10-23,CUST_3974,Budget,North America,Vancouver,Sports,Running Shoes,155.84,3,467.53,0.1,46.75,420.78,In-Store,Bank Transfer,2024,10,4,Wednesday,297,43,False,False,False,2267.76,3,755.92,2022-01-02,2024-10-23,1025,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,93.504,140.26799999999997,33.335234564380436,Platinum
2024-04-05,CUST_3517,VIP,North America,Los Angeles,Sports,Gym Equipment,228.49,5,1142.45,0.15,171.37,971.08,Online,Debit Card,2024,4,2,Friday,96,14,False,False,False,1929.88,2,964.94,2024-04-05,2024-07-31,117,230364.15,245,940.26,1356,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3237322.3,2022,1601.05,3931138.23,2479,1585.78,2186,137.094,285.61,29.411582979775098,Platinum
2022-06-02,CUST_2394,VIP,Europe,Paris,Beauty,Skincare,115.16,5,575.81,0.15,86.37,538.38,Phone,Digital Wallet,2022,6,2,Thursday,153,22,False,False,True,779.88,2,389.94,2022-06-02,2023-02-19,262,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,69.09599999999999,192.90000000000003,35.8297113562911,Gold
2022-12-24,CUST_9703,Regular,Australia,Adelaide,Home & Garden,Garden Tools,240.9,8,1927.19,0.1,192.72,2254.82,Online,Debit Card,2022,12,4,Saturday,358,51,True,True,False,2674.79,2,1337.4,2022-06-15,2022-12-24,192,354026.0,237,1493.78,1177,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,144.54,1098.5000000000002,48.71785774474238,Platinum
2023-04-01,CUST_1667,Budget,Europe,Paris,Electronics,Tablet,314.37,3,943.12,0.1,94.31,848.81,Online,Credit Card,2023,4,2,Saturday,91,13,True,False,False,1734.34,3,578.11,2023-02-05,2024-03-05,394,1247599.82,203,6145.81,1181,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,188.62199999999999,282.94399999999996,33.33419728796786,Platinum
2022-08-08,CUST_2002,Regular,North America,Toronto,Home & Garden,Kitchen Appliances,286.22,10,2862.15,0.1,286.22,2833.53,Online,Debit Card,2022,8,3,Monday,220,32,False,False,True,2833.53,1,2833.53,2022-08-08,2022-08-08,0,361448.63,243,1487.44,1282,1889517.74,1265,1493.69,6727,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,171.732,1116.2100000000003,39.39291272723423,Platinum
2022-12-07,CUST_2558,VIP,Asia,Singapore,Clothing,Jeans,166.06,2,332.12,0.05,16.61,410.17,Online,Credit Card,2022,12,4,Wednesday,341,49,False,True,False,1084.54,2,542.27,2022-12-07,2023-07-24,229,129275.15,216,598.5,1126,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,99.636,210.89800000000002,51.417217251383576,Platinum
2022-03-06,CUST_1564,Premium,Asia,Singapore,Toys,Puzzles,117.05,1,117.05,0.0,0.0,117.05,Online,Credit Card,2022,3,1,Sunday,65,9,True,False,False,117.05,1,117.05,2022-03-06,2022-03-06,0,89491.66,268,333.92,1414,427069.18,1315,324.77,6837,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,70.22999999999999,46.82000000000001,40.00000000000001,Silver
2024-08-03,CUST_2035,Budget,North America,Vancouver,Clothing,Dress,93.1,3,279.3,0.1,27.93,276.51,Mobile App,Credit Card,2024,8,3,Saturday,216,31,True,False,True,276.51,1,276.51,2024-08-03,2024-08-03,0,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,55.85999999999999,108.93,39.39459694043615,Silver
2023-09-13,CUST_3728,Premium,Europe,Berlin,Clothing,Jeans,256.57,1,256.57,0.0,0.0,256.57,Phone,Cash,2023,9,3,Wednesday,256,37,False,False,False,327.95,2,163.98,2023-09-13,2024-11-02,416,129275.15,216,598.5,1126,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3159571.19,1924,1642.19,3144053.49,2426,1295.98,2130,153.94199999999998,102.62800000000001,40.00000000000001,Silver
2022-05-03,CUST_8946,Regular,Australia,Sydney,Home & Garden,Lighting,304.75,10,3047.52,0.1,304.75,2742.76,In-Store,Bank Transfer,2022,5,2,Tuesday,123,18,False,False,False,5364.17,2,2682.08,2022-05-03,2023-02-18,291,359984.96,256,1406.19,1332,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,3799942.54,2464,1542.18,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,182.85,914.2600000000002,33.33357639749742,Platinum
2022-01-17,CUST_2527,Regular,North America,Chicago,Toys,Outdoor Toys,59.43,2,118.86,0.0,0.0,118.86,Online,Cash,2022,1,1,Monday,17,3,False,False,False,895.39,3,298.46,2022-01-17,2023-07-16,545,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4186855.1,2525,1658.16,2227,35.658,47.544,40.0,Gold
2024-01-28,CUST_2980,VIP,North America,Chicago,Clothing,Dress,293.53,5,1467.67,0.15,220.15,1247.52,Phone,Cash,2024,1,1,Sunday,28,4,True,False,False,4150.67,3,1383.56,2024-01-28,2024-10-20,266,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,176.11799999999997,366.9300000000002,29.412754905732992,Platinum
2024-04-18,CUST_9838,Regular,Asia,Bangkok,Clothing,T-Shirt,162.88,6,977.28,0.1,97.73,879.55,In-Store,Cash,2024,4,2,Thursday,109,16,False,False,False,879.55,1,879.55,2024-04-18,2024-04-18,0,118433.02,202,586.3,1066,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3159571.19,1924,1642.19,4186855.1,2525,1658.16,2227,97.728,293.182,33.333181740662845,Gold
2022-05-14,CUST_8749,VIP,Asia,Singapore,Home & Garden,Lighting,770.54,3,2311.62,0.15,346.74,1964.88,Online,Cash,2022,5,2,Saturday,134,19,True,False,False,2354.99,2,1177.5,2022-05-14,2023-08-29,472,359984.96,256,1406.19,1332,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,462.32399999999996,577.9080000000004,29.411872480762202,Platinum
2023-01-11,CUST_2147,Budget,Asia,Hong Kong,Sports,Tennis Racket,23.55,15,353.29,0.1,35.33,317.96,Phone,Bank Transfer,2023,1,1,Wednesday,11,2,False,False,False,671.66,2,335.83,2023-01-11,2023-04-06,85,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,14.13,106.00999999999996,33.34067178261416,Gold
2023-01-31,CUST_9641,Budget,Europe,Madrid,Beauty,Perfume,90.22,9,811.94,0.1,81.19,730.75,Mobile App,Bank Transfer,2023,1,1,Tuesday,31,5,False,False,False,730.75,1,730.75,2023-01-31,2023-01-31,0,111072.32,246,451.51,1306,562465.16,1244,452.14,6707,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,54.132,243.562,33.33041395826206,Gold
2022-05-30,CUST_1383,VIP,Asia,Seoul,Clothing,Jacket,211.06,4,844.23,0.15,126.63,717.59,Phone,Digital Wallet,2022,5,2,Monday,150,22,False,False,False,717.59,1,717.59,2022-05-30,2022-05-30,0,118524.94,199,595.6,1104,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,126.636,211.04600000000005,29.41038754720663,Gold
2024-01-10,CUST_2694,VIP,Australia,Melbourne,Toys,Educational Toys,51.41,4,205.64,0.15,30.85,174.8,Online,Cash,2024,1,1,Wednesday,10,2,False,False,False,548.0,2,274.0,2022-12-31,2024-01-10,375,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,30.845999999999997,51.416000000000025,29.414187643020608,Gold
2022-12-20,CUST_4834,Regular,North America,Toronto,Electronics,Smartphone,1857.83,6,11146.96,0.1,1114.7,13041.95,Phone,Bank Transfer,2022,12,4,Tuesday,354,51,False,True,False,13041.95,1,13041.95,2022-12-20,2022-12-20,0,1325345.54,216,6135.86,1109,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,1114.6979999999999,6353.7620000000015,48.71788344534369,Platinum
2022-10-22,CUST_7293,Premium,Australia,Adelaide,Clothing,Dress,32.53,4,130.11,0.1,13.01,117.1,Online,Digital Wallet,2022,10,4,Saturday,295,42,True,False,False,1929.12,3,643.04,2022-05-05,2024-05-11,737,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,19.518,39.02799999999999,33.32877882152006,Platinum
2022-01-02,CUST_6155,Budget,Asia,Singapore,Electronics,Camera,1039.81,9,9358.26,0.1,935.83,8422.43,Online,Digital Wallet,2022,1,1,Sunday,2,52,True,False,False,36633.28,5,7326.66,2022-01-02,2024-08-08,949,1318651.58,214,6161.92,1143,7233331.08,1193,6063.14,6414,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,623.886,2807.456,33.333087956801066,Platinum
2023-09-02,CUST_5599,Regular,Asia,Seoul,Clothing,Dress,157.29,6,943.73,0.1,94.37,849.36,Phone,Bank Transfer,2023,9,3,Saturday,245,35,True,False,False,849.36,1,849.36,2023-09-02,2023-09-02,0,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,94.374,283.1160000000001,33.3328623905058,Gold
2022-12-11,CUST_2569,Regular,Europe,Madrid,Automotive,Maintenance,637.18,6,3823.09,0.1,382.31,4473.02,Online,Debit Card,2022,12,4,Sunday,345,49,True,True,False,4473.02,1,4473.02,2022-12-11,2022-12-11,0,759634.78,267,2845.07,1413,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,382.30799999999994,2179.172000000001,48.718136739831266,Platinum
2024-12-30,CUST_6524,Budget,Asia,Bangkok,Sports,Tennis Racket,200.42,9,1803.76,0.1,180.38,2110.39,In-Store,Bank Transfer,2024,12,4,Monday,365,1,False,True,False,5250.14,2,2625.07,2022-11-22,2024-12-30,769,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,120.25199999999998,1028.122,48.717156544524954,Platinum
2022-11-23,CUST_7743,Premium,Australia,Perth,Toys,Educational Toys,52.83,5,264.13,0.1,26.41,309.03,Online,Digital Wallet,2022,11,4,Wednesday,327,47,False,True,False,1687.06,3,562.35,2022-08-21,2022-11-23,94,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,31.697999999999997,150.54,48.71371711484322,Platinum
2022-02-17,CUST_9217,Premium,Europe,London,Electronics,Laptop,954.75,4,3819.01,0.1,381.9,3437.11,Phone,Credit Card,2022,2,1,Thursday,48,7,False,False,False,3674.21,2,1837.1,2022-02-17,2022-07-11,144,1219301.46,210,5806.2,1134,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,572.85,1145.71,33.333527294733074,Platinum
2024-08-23,CUST_8384,Regular,Europe,Rome,Toys,Outdoor Toys,24.67,2,49.35,0.0,0.0,54.28,Phone,Debit Card,2024,8,3,Friday,236,34,False,False,True,6478.04,4,1619.51,2022-04-13,2024-10-18,919,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,14.802,24.676000000000002,45.46057479734709,Platinum
