Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter
2022-08-23,CUST_3606,Premium,Europe,Paris,Automotive,Electronics,1419.93,2,2839.86,0.0,0.0,3123.84,Phone,Credit Card,2022,8,3
2022-06-19,CUST_9500,Regular,North America,New York,Sports,Basketball,52.21,6,313.27,0.1,31.33,310.13,Online,Credit Card,2022,6,2
2024-12-28,CUST_5040,Budget,Asia,Seoul,Books,Cookbook,19.51,12,234.07,0.1,23.41,273.87,Mobile App,Debit Card,2024,12,4
2022-11-03,CUST_4949,Regular,North America,Los Angeles,Home & Garden,Kitchen Appliances,497.41,2,994.83,0.0,0.0,1293.27,Phone,Digital Wallet,2022,11,4
2023-06-22,CUST_9146,Budget,North America,Vancouver,Sports,Yoga Mat,94.72,15,1420.77,0.1,142.08,1406.56,In-Store,Debit Card,2023,6,2
2024-07-17,CUST_4105,VIP,Asia,Seoul,Beauty,Bath Products,68.25,1,68.25,0.05,3.41,71.32,Phone,Credit Card,2024,7,3
2022-10-22,CUST_1476,Budget,Australia,Adelaide,Books,Educational,16.74,15,251.03,0.1,25.1,225.93,Online,Digital Wallet,2022,10,4
2024-03-28,CUST_3409,Regular,Asia,Hong Kong,Electronics,Camera,1952.57,8,15620.52,0.1,1562.05,14058.47,Phone,Cash,2024,3,1
2024-04-10,CUST_7370,Budget,Australia,Melbourne,Beauty,Bath Products,35.82,9,322.36,0.1,32.24,290.12,In-Store,Credit Card,2024,4,2
2022-10-19,CUST_5025,Regular,North America,Vancouver,Books,Non-Fiction,28.34,10,283.41,0.1,28.34,255.07,Online,Bank Transfer,2022,10,4
2024-11-22,CUST_6590,Regular,North America,Los Angeles,Clothing,Sweater,26.85,2,53.7,0.0,0.0,69.81,Online,Debit Card,2024,11,4
2024-11-05,CUST_2772,Budget,Europe,Madrid,Beauty,Skincare,13.53,9,121.76,0.1,12.18,142.46,Phone,Cash,2024,11,4
2022-12-05,CUST_2266,VIP,North America,New York,Sports,Running Shoes,329.01,3,987.02,0.15,148.05,1090.65,Online,Credit Card,2022,12,4
2023-02-26,CUST_9347,VIP,Australia,Sydney,Home & Garden,Kitchen Appliances,317.73,4,1270.91,0.15,190.64,1080.28,Mobile App,Debit Card,2023,2,1
2022-11-26,CUST_2271,Budget,Asia,Bangkok,Automotive,Maintenance,335.99,6,2015.96,0.1,201.6,2358.67,Online,Debit Card,2022,11,4
2022-10-15,CUST_8882,Regular,Asia,Seoul,Sports,Tennis Racket,150.58,8,1204.64,0.1,120.46,1084.17,In-Store,Credit Card,2022,10,4
2023-12-30,CUST_6591,VIP,Europe,London,Beauty,Bath Products,269.07,3,807.21,0.15,121.08,891.97,Phone,Bank Transfer,2023,12,4
2022-11-01,CUST_3445,Regular,Europe,London,Home & Garden,Garden Tools,356.16,2,712.32,0.0,0.0,926.01,Mobile App,Cash,2022,11,4
2024-10-23,CUST_5378,Premium,Europe,Paris,Sports,Gym Equipment,238.26,1,238.26,0.0,0.0,238.26,Online,Debit Card,2024,10,4
2023-11-07,CUST_4054,Premium,Australia,Perth,Toys,Board Games,84.87,5,424.36,0.1,42.44,496.5,Mobile App,Cash,2023,11,4
2023-12-05,CUST_2805,VIP,Australia,Brisbane,Books,Children,25.55,2,51.1,0.05,2.56,63.11,Mobile App,Digital Wallet,2023,12,4
2024-12-14,CUST_5844,Regular,North America,New York,Toys,Action Figures,43.88,8,351.03,0.1,35.1,410.7,Mobile App,Bank Transfer,2024,12,4
2024-05-29,CUST_2630,Budget,Asia,Hong Kong,Sports,Gym Equipment,91.15,6,546.92,0.1,54.69,492.23,Online,Bank Transfer,2024,5,2
2022-01-30,CUST_4071,VIP,Asia,Bangkok,Sports,Yoga Mat,133.03,2,266.06,0.05,13.3,252.76,Phone,Cash,2022,1,1
2022-03-12,CUST_2809,Regular,North America,Vancouver,Home & Garden,Lighting,224.99,4,899.96,0.1,90.0,809.97,Online,Debit Card,2022,3,1
2023-04-27,CUST_6039,Regular,North America,Toronto,Toys,Action Figures,54.78,8,438.21,0.1,43.82,394.39,Phone,Credit Card,2023,4,2
2024-02-15,CUST_4614,VIP,North America,New York,Beauty,Bath Products,209.02,3,627.05,0.15,94.06,533.0,In-Store,Cash,2024,2,1
2024-04-27,CUST_2978,Regular,Asia,Tokyo,Home & Garden,Kitchen Appliances,82.91,2,165.83,0.0,0.0,165.83,Phone,Credit Card,2024,4,2
2022-04-01,CUST_4863,Regular,Europe,Paris,Electronics,Laptop,1978.66,6,11871.95,0.1,1187.19,10684.75,In-Store,Debit Card,2022,4,2
2022-03-29,CUST_1496,Premium,Asia,Hong Kong,Sports,Gym Equipment,259.3,5,1296.5,0.1,129.65,1166.85,Mobile App,Digital Wallet,2022,3,1
2024-02-24,CUST_3971,Premium,North America,New York,Clothing,Shoes,107.22,5,536.11,0.1,53.61,482.5,Mobile App,Digital Wallet,2024,2,1
2023-12-23,CUST_6311,Premium,Australia,Melbourne,Clothing,T-Shirt,243.45,4,973.79,0.1,97.38,1139.33,Online,Digital Wallet,2023,12,4
2024-11-20,CUST_2984,Regular,Australia,Sydney,Beauty,Perfume,77.75,4,311.02,0.1,31.1,363.89,Phone,Credit Card,2024,11,4
2023-05-04,CUST_3074,Budget,Europe,Berlin,Beauty,Skincare,11.98,6,71.85,0.1,7.19,64.67,Phone,Credit Card,2023,5,2
2023-12-17,CUST_8065,Budget,North America,Toronto,Home & Garden,Garden Tools,280.05,9,2520.42,0.1,252.04,2948.89,Mobile App,Digital Wallet,2023,12,4
2024-05-01,CUST_5555,VIP,Australia,Brisbane,Automotive,Maintenance,1305.25,1,1305.25,0.05,65.26,1239.98,In-Store,Bank Transfer,2024,5,2
2023-09-17,CUST_5310,Premium,North America,New York,Electronics,Laptop,871.66,4,3486.66,0.1,348.67,3137.99,In-Store,Digital Wallet,2023,9,3
2024-11-11,CUST_4120,VIP,North America,New York,Books,Cookbook,39.22,2,78.44,0.05,3.92,96.87,In-Store,Debit Card,2024,11,4
2023-10-28,CUST_4425,Regular,Australia,Perth,Sports,Tennis Racket,203.39,4,813.57,0.1,81.36,732.22,In-Store,Cash,2023,10,4
2023-11-06,CUST_7046,Premium,Asia,Seoul,Electronics,Laptop,1570.93,4,6283.72,0.1,628.37,7351.95,Phone,Bank Transfer,2023,11,4
2024-05-13,CUST_2413,Premium,North America,New York,Automotive,Car Parts,175.65,3,526.94,0.1,52.69,474.25,Online,Bank Transfer,2024,5,2
2024-02-20,CUST_5937,Regular,Australia,Adelaide,Home & Garden,Garden Tools,330.42,4,1321.67,0.1,132.17,1189.5,Online,Cash,2024,2,1
2022-04-25,CUST_6750,Premium,Australia,Melbourne,Home & Garden,Lighting,722.4,3,2167.19,0.1,216.72,1950.47,Online,Credit Card,2022,4,2
2024-10-27,CUST_2796,VIP,Australia,Brisbane,Toys,Puzzles,92.56,2,185.12,0.05,9.26,175.86,In-Store,Bank Transfer,2024,10,4
2022-10-06,CUST_9781,Budget,North America,Vancouver,Sports,Running Shoes,72.9,12,874.83,0.1,87.48,787.35,Mobile App,Credit Card,2022,10,4
2022-08-04,CUST_2788,Budget,North America,Los Angeles,Sports,Gym Equipment,156.12,9,1405.06,0.1,140.51,1391.01,Mobile App,Debit Card,2022,8,3
2023-04-08,CUST_8353,VIP,Asia,Seoul,Home & Garden,Lighting,141.34,4,565.36,0.15,84.8,480.56,In-Store,Debit Card,2023,4,2
2024-09-24,CUST_6668,Budget,North America,Toronto,Electronics,Laptop,382.67,3,1148.0,0.1,114.8,1033.2,Mobile App,Bank Transfer,2024,9,3
2024-09-23,CUST_9749,Regular,Australia,Adelaide,Clothing,Jeans,34.22,2,68.45,0.0,0.0,68.45,In-Store,Digital Wallet,2024,9,3
2022-12-04,CUST_5926,Premium,Asia,Hong Kong,Toys,Educational Toys,82.11,1,82.11,0.0,0.0,106.75,Online,Bank Transfer,2022,12,4
2024-06-07,CUST_2391,VIP,Asia,Hong Kong,Automotive,Car Parts,1754.94,1,1754.94,0.05,87.75,1833.92,In-Store,Bank Transfer,2024,6,2
2022-09-23,CUST_4594,Budget,North America,Toronto,Clothing,Sweater,77.34,9,696.02,0.1,69.6,626.42,Mobile App,Bank Transfer,2022,9,3
2023-05-02,CUST_4247,Regular,Australia,Brisbane,Electronics,Camera,1979.55,8,15836.36,0.1,1583.64,14252.72,Online,Cash,2023,5,2
2022-10-03,CUST_6239,VIP,North America,Vancouver,Automotive,Electronics,416.14,4,1664.56,0.15,249.68,1414.87,Phone,Bank Transfer,2022,10,4
2024-06-03,CUST_3826,VIP,Asia,Seoul,Sports,Yoga Mat,565.6,2,1131.19,0.05,56.56,1182.1,Online,Digital Wallet,2024,6,2
2022-11-10,CUST_9760,Premium,Europe,London,Beauty,Haircare,62.63,3,187.88,0.1,18.79,219.82,Online,Bank Transfer,2022,11,4
2024-07-31,CUST_9305,Budget,Europe,Berlin,Beauty,Perfume,68.82,3,206.45,0.1,20.64,204.38,Mobile App,Debit Card,2024,7,3
2023-08-18,CUST_9291,Regular,Europe,Madrid,Sports,Basketball,282.66,8,2261.29,0.1,226.13,2238.68,In-Store,Cash,2023,8,3
2022-04-07,CUST_7326,Premium,Europe,Paris,Toys,Outdoor Toys,142.66,1,142.66,0.0,0.0,142.66,Phone,Credit Card,2022,4,2
2024-10-02,CUST_1872,Regular,North America,New York,Toys,Board Games,42.76,4,171.04,0.1,17.1,153.93,Phone,Debit Card,2024,10,4
2024-06-13,CUST_2728,VIP,Asia,Seoul,Clothing,Shoes,312.47,3,937.41,0.15,140.61,876.47,Phone,Bank Transfer,2024,6,2
2022-05-16,CUST_2478,Premium,North America,New York,Books,Children,16.7,1,16.7,0.0,0.0,16.7,In-Store,Debit Card,2022,5,2
2022-05-01,CUST_2305,Premium,Asia,Bangkok,Home & Garden,Furniture,247.3,1,247.3,0.0,0.0,247.3,Online,Debit Card,2022,5,2
2022-11-28,CUST_3412,Regular,North America,Vancouver,Clothing,Dress,103.89,8,831.14,0.1,83.11,972.44,Mobile App,Cash,2022,11,4
2023-05-27,CUST_7984,VIP,Asia,Seoul,Toys,Educational Toys,52.08,3,156.24,0.15,23.44,132.8,Online,Cash,2023,5,2
2023-02-06,CUST_2708,VIP,Asia,Bangkok,Sports,Running Shoes,227.17,1,227.17,0.05,11.36,215.81,Mobile App,Bank Transfer,2023,2,1
2024-08-02,CUST_4650,Premium,Europe,Rome,Clothing,Jacket,263.74,2,527.48,0.0,0.0,580.23,In-Store,Digital Wallet,2024,8,3
2023-12-13,CUST_3221,VIP,Australia,Adelaide,Automotive,Car Parts,1178.21,1,1178.21,0.05,58.91,1455.09,Phone,Digital Wallet,2023,12,4
2024-04-22,CUST_7952,VIP,Europe,Madrid,Clothing,Shoes,282.66,5,1413.3,0.15,212.0,1201.31,Phone,Cash,2024,4,2
2024-07-22,CUST_8601,VIP,Australia,Brisbane,Books,Biography,55.39,3,166.16,0.15,24.92,155.36,Phone,Digital Wallet,2024,7,3
2024-09-14,CUST_9593,VIP,North America,New York,Sports,Gym Equipment,231.78,4,927.1,0.15,139.07,788.04,In-Store,Debit Card,2024,9,3
2023-05-24,CUST_2529,Regular,Europe,Rome,Toys,Action Figures,42.32,6,253.94,0.1,25.39,228.55,In-Store,Digital Wallet,2023,5,2
2024-10-18,CUST_7030,VIP,Australia,Sydney,Automotive,Tools,642.59,5,3212.96,0.15,481.94,2731.01,Mobile App,Digital Wallet,2024,10,4
2022-01-07,CUST_4569,Regular,North America,Toronto,Beauty,Makeup,33.27,4,133.06,0.1,13.31,119.76,Online,Cash,2022,1,1
2024-11-18,CUST_6677,Premium,Europe,Rome,Toys,Outdoor Toys,147.98,2,295.95,0.0,0.0,384.74,Mobile App,Digital Wallet,2024,11,4
2024-03-26,CUST_2121,Premium,Europe,Madrid,Sports,Basketball,222.65,5,1113.24,0.1,111.32,1001.92,Online,Digital Wallet,2024,3,1
2022-09-18,CUST_2290,Regular,Asia,Seoul,Sports,Basketball,238.69,6,1432.15,0.1,143.21,1288.93,Phone,Cash,2022,9,3
2024-07-19,CUST_8206,VIP,Asia,Bangkok,Electronics,Smartwatch,2156.77,1,2156.77,0.05,107.84,2253.82,In-Store,Cash,2024,7,3
2024-12-18,CUST_1770,Budget,Australia,Melbourne,Beauty,Bath Products,29.59,9,266.33,0.1,26.63,311.61,Mobile App,Credit Card,2024,12,4
2024-05-05,CUST_7216,Budget,Australia,Melbourne,Home & Garden,Lighting,38.41,15,576.2,0.1,57.62,518.58,In-Store,Bank Transfer,2024,5,2
2024-10-05,CUST_7944,Premium,Europe,Paris,Electronics,Laptop,1304.9,4,5219.6,0.1,521.96,4697.64,Phone,Credit Card,2024,10,4
2022-05-10,CUST_6465,VIP,Australia,Sydney,Clothing,Jacket,80.03,3,240.1,0.15,36.01,204.08,In-Store,Credit Card,2022,5,2
2024-09-02,CUST_7514,Regular,North America,Los Angeles,Clothing,Jacket,34.18,2,68.36,0.0,0.0,68.36,Online,Cash,2024,9,3
2022-03-13,CUST_2472,Premium,Australia,Sydney,Sports,Yoga Mat,236.84,3,710.52,0.1,71.05,639.47,Phone,Cash,2022,3,1
2022-06-30,CUST_5052,Budget,Asia,Seoul,Books,Cookbook,16.17,6,97.05,0.1,9.7,96.08,In-Store,Cash,2022,6,2
2024-01-16,CUST_7654,Premium,Asia,Bangkok,Clothing,Shoes,124.21,4,496.86,0.1,49.69,447.17,In-Store,Credit Card,2024,1,1
2023-02-07,CUST_7547,VIP,Europe,Rome,Automotive,Accessories,1486.97,5,7434.85,0.15,1115.23,6319.63,Mobile App,Credit Card,2023,2,1
2022-04-22,CUST_1023,Budget,Asia,Singapore,Toys,Puzzles,24.04,9,216.4,0.1,21.64,194.76,Online,Bank Transfer,2022,4,2
2022-06-29,CUST_8129,Budget,Europe,Madrid,Automotive,Tools,360.45,12,4325.39,0.1,432.54,4282.14,Phone,Digital Wallet,2022,6,2
2024-09-21,CUST_5489,Budget,Asia,Tokyo,Clothing,Jeans,114.39,6,686.35,0.1,68.63,617.71,Mobile App,Bank Transfer,2024,9,3
2024-06-06,CUST_1283,Regular,North America,Chicago,Books,Biography,23.84,2,47.69,0.0,0.0,52.46,Mobile App,Debit Card,2024,6,2
2023-12-21,CUST_3513,VIP,Asia,Tokyo,Clothing,Jacket,377.76,5,1888.81,0.15,283.32,2087.13,Mobile App,Digital Wallet,2023,12,4
2024-01-16,CUST_2699,Premium,Europe,Madrid,Clothing,Jeans,43.27,3,129.82,0.1,12.98,116.84,In-Store,Digital Wallet,2024,1,1
2023-07-28,CUST_2605,Premium,Asia,Hong Kong,Sports,Gym Equipment,341.82,5,1709.09,0.1,170.91,1692.0,In-Store,Credit Card,2023,7,3
2024-01-13,CUST_4995,Regular,North America,Toronto,Electronics,Camera,630.44,4,2521.77,0.1,252.18,2269.6,Phone,Debit Card,2024,1,1
2023-10-13,CUST_2820,VIP,Australia,Brisbane,Sports,Tennis Racket,463.27,1,463.27,0.05,23.16,440.1,In-Store,Cash,2023,10,4
2022-08-10,CUST_9716,Premium,Europe,London,Home & Garden,Decor,363.64,2,727.27,0.0,0.0,800.0,Online,Bank Transfer,2022,8,3
2023-03-10,CUST_9086,VIP,Asia,Tokyo,Home & Garden,Garden Tools,544.48,1,544.48,0.05,27.22,517.26,Phone,Digital Wallet,2023,3,1
2022-09-08,CUST_3446,Premium,Australia,Adelaide,Automotive,Car Parts,278.1,2,556.19,0.0,0.0,556.19,In-Store,Debit Card,2022,9,3
2023-10-31,CUST_5050,Regular,Europe,Berlin,Clothing,Jeans,34.82,6,208.9,0.1,20.89,188.01,Mobile App,Digital Wallet,2023,10,4
2022-12-10,CUST_5156,Premium,Asia,Seoul,Toys,Action Figures,122.57,1,122.57,0.0,0.0,159.34,Online,Cash,2022,12,4
2024-07-03,CUST_9818,Regular,Australia,Adelaide,Toys,Board Games,62.55,10,625.49,0.1,62.55,619.23,In-Store,Credit Card,2024,7,3
2022-09-21,CUST_7556,Regular,Australia,Adelaide,Books,Educational,42.51,2,85.02,0.0,0.0,85.02,In-Store,Digital Wallet,2022,9,3
2022-09-24,CUST_8195,VIP,Europe,Rome,Toys,Board Games,176.52,3,529.57,0.15,79.44,450.14,In-Store,Debit Card,2022,9,3
2022-11-29,CUST_8421,Regular,Europe,Berlin,Sports,Tennis Racket,261.14,4,1044.56,0.1,104.46,1222.14,In-Store,Digital Wallet,2022,11,4
2024-11-15,CUST_9543,Premium,Asia,Seoul,Clothing,Jeans,109.27,2,218.55,0.0,0.0,284.11,Phone,Bank Transfer,2024,11,4
2023-07-28,CUST_8254,Budget,North America,Chicago,Toys,Puzzles,40.07,3,120.22,0.1,12.02,119.02,Phone,Cash,2023,7,3
2023-03-16,CUST_1550,Budget,North America,New York,Books,Educational,19.83,9,178.48,0.1,17.85,160.63,Phone,Cash,2023,3,1
2023-01-09,CUST_5897,Regular,Europe,Rome,Beauty,Makeup,100.33,6,601.97,0.1,60.2,541.77,Mobile App,Bank Transfer,2023,1,1
2023-04-21,CUST_8365,Budget,Asia,Tokyo,Books,Children,15.94,3,47.82,0.1,4.78,43.04,Phone,Cash,2023,4,2
2023-06-25,CUST_7938,VIP,North America,Chicago,Toys,Action Figures,44.41,4,177.66,0.15,26.65,166.11,In-Store,Cash,2023,6,2
2022-01-02,CUST_8349,Regular,Australia,Melbourne,Clothing,Sweater,24.73,4,98.92,0.1,9.89,89.03,Phone,Credit Card,2022,1,1
2023-06-15,CUST_3118,Budget,Australia,Melbourne,Books,Biography,21.5,15,322.56,0.1,32.26,319.33,Phone,Credit Card,2023,6,2
2023-12-15,CUST_3187,Budget,Europe,London,Home & Garden,Decor,271.72,15,4075.73,0.1,407.57,4768.6,Online,Bank Transfer,2023,12,4
2022-04-07,CUST_3989,Premium,Australia,Adelaide,Home & Garden,Furniture,475.93,5,2379.65,0.1,237.96,2141.68,In-Store,Credit Card,2022,4,2
2022-09-22,CUST_6660,Budget,North America,New York,Beauty,Makeup,83.01,6,498.06,0.1,49.81,448.26,Mobile App,Digital Wallet,2022,9,3
2022-06-17,CUST_1184,Regular,Europe,Madrid,Sports,Basketball,188.62,10,1886.2,0.1,188.62,1867.33,In-Store,Cash,2022,6,2
2022-06-27,CUST_6916,VIP,Europe,Paris,Electronics,Laptop,2551.67,2,5103.33,0.05,255.17,5332.98,Phone,Bank Transfer,2022,6,2
2024-11-15,CUST_4801,Regular,Asia,Singapore,Sports,Yoga Mat,146.43,2,292.85,0.0,0.0,380.71,In-Store,Debit Card,2024,11,4
2023-09-06,CUST_4817,VIP,North America,Toronto,Electronics,Camera,2710.61,1,2710.61,0.05,135.53,2575.08,Phone,Bank Transfer,2023,9,3
2022-08-02,CUST_5811,VIP,Asia,Tokyo,Toys,Board Games,126.73,2,253.47,0.05,12.67,264.88,Phone,Credit Card,2022,8,3
2024-11-02,CUST_2380,Budget,Europe,London,Beauty,Bath Products,21.56,9,194.07,0.1,19.41,227.06,In-Store,Debit Card,2024,11,4
2024-11-10,CUST_5598,VIP,North America,New York,Automotive,Maintenance,1940.07,3,5820.2,0.15,873.03,6431.33,Online,Credit Card,2024,11,4
2024-06-24,CUST_9001,VIP,North America,Los Angeles,Clothing,Dress,146.45,5,732.25,0.15,109.84,684.66,In-Store,Digital Wallet,2024,6,2
2022-09-15,CUST_7980,Regular,North America,New York,Beauty,Bath Products,57.67,10,576.72,0.1,57.67,519.05,Mobile App,Bank Transfer,2022,9,3
2023-02-22,CUST_9032,VIP,Europe,Rome,Books,Non-Fiction,63.28,4,253.11,0.15,37.97,215.15,Online,Cash,2023,2,1
2023-10-02,CUST_5948,Budget,Asia,Bangkok,Home & Garden,Decor,288.01,3,864.02,0.1,86.4,777.62,Phone,Digital Wallet,2023,10,4
2022-04-16,CUST_4804,Premium,North America,Vancouver,Electronics,Headphones,2302.62,1,2302.62,0.0,0.0,2302.62,Mobile App,Debit Card,2022,4,2
2023-03-25,CUST_3941,Regular,Asia,Bangkok,Automotive,Accessories,202.96,8,1623.72,0.1,162.37,1461.34,In-Store,Cash,2023,3,1
2022-01-23,CUST_5457,VIP,Asia,Seoul,Beauty,Skincare,143.53,1,143.53,0.05,7.18,136.35,In-Store,Bank Transfer,2022,1,1
2024-08-12,CUST_2841,Budget,North America,New York,Electronics,Headphones,522.91,3,1568.74,0.1,156.87,1553.05,Mobile App,Bank Transfer,2024,8,3
2023-06-10,CUST_2926,Budget,Europe,Madrid,Clothing,Jacket,98.6,9,887.38,0.1,88.74,878.51,Phone,Debit Card,2023,6,2
2023-04-22,CUST_4571,Premium,Australia,Brisbane,Automotive,Maintenance,526.11,1,526.11,0.0,0.0,526.11,Phone,Cash,2023,4,2
2022-02-17,CUST_1078,Premium,North America,Vancouver,Electronics,Smartwatch,2704.58,1,2704.58,0.0,0.0,2704.58,Phone,Debit Card,2022,2,1
2022-12-04,CUST_6148,Regular,Asia,Singapore,Home & Garden,Garden Tools,223.0,6,1337.98,0.1,133.8,1565.44,Online,Bank Transfer,2022,12,4
2024-10-23,CUST_8374,Budget,Australia,Adelaide,Clothing,Sweater,122.2,3,366.59,0.1,36.66,329.93,Online,Cash,2024,10,4
2023-08-07,CUST_9746,Budget,North America,Los Angeles,Sports,Running Shoes,90.4,9,813.58,0.1,81.36,805.45,In-Store,Credit Card,2023,8,3
2023-08-04,CUST_7822,Premium,North America,Vancouver,Books,Fiction,17.01,1,17.01,0.0,0.0,18.71,Mobile App,Digital Wallet,2023,8,3
2022-07-11,CUST_7379,VIP,Europe,London,Sports,Tennis Racket,314.14,2,628.29,0.05,31.41,656.56,Phone,Cash,2022,7,3
2022-02-05,CUST_1443,Premium,Australia,Brisbane,Sports,Basketball,181.39,5,906.96,0.1,90.7,816.27,Phone,Cash,2022,2,1
2022-02-12,CUST_8235,Premium,Australia,Perth,Clothing,T-Shirt,45.49,1,45.49,0.0,0.0,45.49,Phone,Cash,2022,2,1
2022-07-20,CUST_5739,VIP,Europe,London,Electronics,Tablet,1581.38,4,6325.51,0.15,948.83,5914.35,Mobile App,Cash,2022,7,3
2024-01-02,CUST_7311,Budget,Europe,London,Sports,Gym Equipment,185.0,12,2219.97,0.1,222.0,1997.98,Mobile App,Cash,2024,1,1
2023-05-19,CUST_3035,VIP,North America,Los Angeles,Books,Cookbook,61.38,5,306.88,0.15,46.03,260.85,Online,Digital Wallet,2023,5,2
2024-02-09,CUST_1374,VIP,North America,New York,Sports,Tennis Racket,81.5,2,163.0,0.05,8.15,154.85,Phone,Bank Transfer,2024,2,1
2022-09-05,CUST_9917,Regular,Europe,Paris,Toys,Educational Toys,46.16,10,461.65,0.1,46.16,415.48,Online,Credit Card,2022,9,3
2022-08-27,CUST_9937,Premium,Australia,Perth,Home & Garden,Lighting,670.82,1,670.82,0.0,0.0,737.9,Online,Digital Wallet,2022,8,3
2024-10-26,CUST_2001,VIP,Europe,Berlin,Books,Educational,57.46,1,57.46,0.05,2.87,54.59,Mobile App,Debit Card,2024,10,4
2023-12-08,CUST_5886,Premium,Asia,Hong Kong,Toys,Educational Toys,52.04,3,156.11,0.1,15.61,182.64,Mobile App,Bank Transfer,2023,12,4
2023-09-10,CUST_1292,VIP,Asia,Tokyo,Toys,Outdoor Toys,50.2,5,251.01,0.15,37.65,213.36,Online,Cash,2023,9,3
2022-02-27,CUST_3784,Budget,Asia,Seoul,Electronics,Tablet,1218.57,12,14622.83,0.1,1462.28,13160.55,Mobile App,Debit Card,2022,2,1
2022-08-13,CUST_1788,VIP,Europe,Rome,Automotive,Tools,1670.04,2,3340.08,0.05,167.0,3490.38,Phone,Digital Wallet,2022,8,3
2024-03-10,CUST_1231,Budget,Asia,Singapore,Automotive,Maintenance,475.89,6,2855.32,0.1,285.53,2569.79,In-Store,Credit Card,2024,3,1
2023-10-19,CUST_2076,VIP,Australia,Sydney,Toys,Outdoor Toys,187.37,3,562.11,0.15,84.32,477.8,Online,Debit Card,2023,10,4
2023-07-23,CUST_1698,Regular,Australia,Perth,Beauty,Skincare,73.8,6,442.8,0.1,44.28,438.38,Phone,Bank Transfer,2023,7,3
2022-04-10,CUST_7801,VIP,Europe,Paris,Clothing,Jacket,83.11,4,332.46,0.15,49.87,282.59,In-Store,Debit Card,2022,4,2
2023-04-14,CUST_3840,Premium,Australia,Sydney,Beauty,Makeup,115.88,4,463.5,0.1,46.35,417.15,Phone,Cash,2023,4,2
2023-11-19,CUST_3237,Premium,Europe,Madrid,Clothing,Jeans,81.28,3,243.83,0.1,24.38,285.28,Phone,Credit Card,2023,11,4
2022-06-18,CUST_4649,Premium,Europe,Paris,Home & Garden,Kitchen Appliances,109.78,3,329.35,0.1,32.94,326.06,Online,Cash,2022,6,2
2024-03-28,CUST_4605,Premium,North America,Toronto,Toys,Puzzles,95.35,3,286.04,0.1,28.6,257.43,In-Store,Credit Card,2024,3,1
2022-06-08,CUST_3911,Regular,Asia,Bangkok,Beauty,Perfume,58.71,8,469.65,0.1,46.96,464.95,Phone,Cash,2022,6,2
2023-01-31,CUST_3468,Regular,Asia,Bangkok,Clothing,Jacket,62.8,6,376.77,0.1,37.68,339.1,Online,Cash,2023,1,1
2022-11-04,CUST_7291,VIP,Asia,Bangkok,Automotive,Tools,1553.01,4,6212.04,0.15,931.81,6864.31,In-Store,Bank Transfer,2022,11,4
2023-03-05,CUST_9413,Premium,Europe,Paris,Electronics,Smartphone,1471.92,5,7359.59,0.1,735.96,6623.63,Online,Digital Wallet,2023,3,1
2022-01-07,CUST_2435,Budget,Europe,London,Clothing,Jacket,56.36,9,507.27,0.1,50.73,456.54,In-Store,Cash,2022,1,1
2022-07-25,CUST_8686,Budget,Europe,Paris,Home & Garden,Furniture,39.79,3,119.38,0.1,11.94,118.19,Online,Bank Transfer,2022,7,3
2023-09-15,CUST_7173,VIP,Asia,Seoul,Books,Children,91.64,4,366.56,0.15,54.98,311.58,In-Store,Cash,2023,9,3
2023-02-17,CUST_1707,VIP,North America,New York,Automotive,Maintenance,421.11,2,842.23,0.05,42.11,800.12,In-Store,Cash,2023,2,1
2024-01-22,CUST_3829,Budget,North America,Toronto,Toys,Puzzles,35.32,15,529.73,0.1,52.97,476.75,In-Store,Credit Card,2024,1,1
2022-04-07,CUST_2500,Regular,Asia,Singapore,Home & Garden,Kitchen Appliances,153.94,8,1231.5,0.1,123.15,1108.35,Phone,Digital Wallet,2022,4,2
2023-09-30,CUST_8399,Premium,Europe,Berlin,Sports,Tennis Racket,373.49,5,1867.46,0.1,186.75,1680.71,In-Store,Credit Card,2023,9,3
2022-05-16,CUST_4478,Regular,Europe,Rome,Clothing,Dress,99.55,2,199.1,0.0,0.0,199.1,Online,Digital Wallet,2022,5,2
2024-08-22,CUST_9170,Premium,Europe,London,Automotive,Tools,1132.39,1,1132.39,0.0,0.0,1245.63,In-Store,Credit Card,2024,8,3
2022-03-24,CUST_6432,Budget,North America,New York,Clothing,T-Shirt,63.44,3,190.31,0.1,19.03,171.28,In-Store,Credit Card,2022,3,1
2023-09-30,CUST_1341,VIP,Australia,Adelaide,Beauty,Perfume,221.72,1,221.72,0.05,11.09,210.63,In-Store,Bank Transfer,2023,9,3
2024-01-04,CUST_4769,VIP,Europe,Paris,Sports,Running Shoes,477.16,5,2385.8,0.15,357.87,2027.93,In-Store,Bank Transfer,2024,1,1
2022-01-17,CUST_9919,Budget,Europe,Paris,Home & Garden,Garden Tools,119.38,15,1790.63,0.1,179.06,1611.57,Online,Digital Wallet,2022,1,1
2024-04-18,CUST_6775,VIP,Australia,Perth,Automotive,Tools,766.02,2,1532.04,0.05,76.6,1455.44,In-Store,Bank Transfer,2024,4,2
